#                                                                       --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#        ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
JGI24721J26819_100544893     -          current_petases_msa  -              4e-25  100.0   0.0   7.9e-25   99.0   0.0   1.4   1   0   0   1   1   0   0 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      ./experiment/data/hmmsearch/petase_hmm/hmm.txt
# Target file:     /scratch/jgado/sequence_databases/JGI_Saroj/combined_hotsprings_metagenome.fasta
# Option settings: /projects/bpms/jgado/hmmer-3.2.1/src/hmmsearch -o ./experiment/data/hmmsearch/output/jgi_output.txt -A ./experiment/data/hmmsearch/output/jgi_aln.sto --tblout ./experiment/data/hmmsearch/output/jgi_tabout.txt --noali -T 100 --domT 100 --incT 100 --incdomT 100 ./experiment/data/hmmsearch/petase_hmm/hmm.txt /scratch/jgado/sequence_databases/JGI_Saroj/combined_hotsprings_metagenome.fasta 
# Current dir:     /lustre/eaglefs/scratch/jgado/deepPETase
# Date:            Mon Apr 25 15:18:46 2022
# [ok]
